id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,indicateur_annulation,nombre_commandes_par_client,valeur_vie_client
CMD101780,2025-10-09,C1994,Abidjan,Mode,Produit_Mode_22,48.67,3,0.19,2.73,Carte,Instagram Ads,7.42,Livrée,118.2681,53.220645000000005,43.070645000000006,2025-10,0,0,3,553.2469
CMD101781,2025-10-13,C1031,Lomé,Mode,Produit_Mode_2,55.42,3,0.1,4.79,Mobile Money,Google Ads,7.45,Livrée,149.634,67.33529999999999,55.09529999999999,2025-10,0,0,3,1421.0538
CMD101782,2025-11-28,C0976,Brazzaville,Beauté,Produit_Beauté_19,22.31,3,0.07,4.72,Carte,Instagram Ads,6.52,Livrée,62.24489999999999,34.234694999999995,22.994694999999997,2025-11,0,0,4,460.66729999999995
CMD101783,2025-08-11,C0237,Dakar,Électronique,Produit_Électronique_46,388.92,3,0.09,5.46,Carte,Instagram Ads,10.89,Retournée,1061.7516,159.26274,142.91273999999999,2025-08,1,0,14,6145.71975
CMD101784,2025-08-29,C1653,Kinshasa,Mode,Produit_Mode_50,19.12,1,0.28,7.05,Mobile Money,Influenceur,10.96,Livrée,13.7664,6.19488,-11.81512,2025-08,0,0,3,679.0149
CMD101785,2025-12-31,C0256,Abidjan,Mode,Produit_Mode_29,44.99,1,0.14,5.47,Virement,Email,0.97,Livrée,38.6914,17.41113,10.97113,2025-12,0,0,16,1751.6486
CMD101786,2025-08-03,C0184,Kinshasa,Électronique,Produit_Électronique_3,255.98,1,0.0,6.94,Paiement à la livraison,Email,1.54,Livrée,255.98,38.397,29.916999999999998,2025-08,0,0,20,7840.7522
CMD101787,2025-12-30,C0793,Lomé,Beauté,Produit_Beauté_10,28.52,1,0.08,6.1,Carte,Email,1.02,Livrée,26.238400000000002,14.431120000000002,7.3111200000000025,2025-12,0,0,3,282.76540000000006
CMD101788,2025-11-23,C1018,Lomé,Mode,Produit_Mode_10,26.17,2,0.1,9.08,Carte,Instagram Ads,14.99,Livrée,47.106,21.1977,-2.872299999999999,2025-11,0,0,1,47.106
CMD101789,2025-09-18,C0044,Douala,Beauté,Produit_Beauté_19,19.27,2,0.09,9.83,Mobile Money,Google Ads,5.2,Livrée,35.0714,19.28927,4.259269999999998,2025-09,0,0,16,3414.3342000000002
CMD101790,2025-08-11,C0295,Abidjan,Maison,Produit_Maison_5,154.66,1,0.03,8.89,Carte,Email,1.23,Livrée,150.0202,52.50706999999999,42.387069999999994,2025-08,0,0,10,2335.2592
CMD101791,2025-08-15,C0943,Dakar,Électronique,Produit_Électronique_17,430.84,2,0.08,3.81,Paiement à la livraison,Email,1.34,Livrée,792.7456,118.91183999999998,113.76183999999998,2025-08,0,0,4,3911.3812
CMD101792,2025-10-22,C0287,Douala,Beauté,Produit_Beauté_3,25.81,3,0.1,4.01,Paiement à la livraison,Instagram Ads,12.16,Livrée,69.687,38.327850000000005,22.157850000000007,2025-10,0,0,14,3489.5337
CMD101793,2025-10-02,C0821,Douala,Maison,Produit_Maison_29,186.19,3,0.17,3.64,Mobile Money,Instagram Ads,14.98,Livrée,463.6130999999999,162.26458499999995,143.64458499999998,2025-10,0,0,2,496.5800999999999
CMD101794,2025-10-02,C0319,Douala,Électronique,Produit_Électronique_33,493.85,1,0.02,4.39,Paiement à la livraison,Email,0.9,Livrée,483.973,72.59595,67.30595,2025-10,0,0,13,6041.555
CMD101795,2025-10-24,C0349,Douala,Mode,Produit_Mode_48,35.82,2,0.25,8.48,Carte,Instagram Ads,12.98,Annulée,0.0,0.0,-21.46,2025-10,0,1,25,6989.0483
CMD101796,2025-09-01,C1148,Abidjan,Électronique,Produit_Électronique_19,466.15,1,0.04,6.71,Carte,Google Ads,5.54,Retournée,447.50399999999996,67.12559999999999,54.87559999999999,2025-09,1,0,1,447.50399999999996
CMD101798,2025-10-27,C0714,Abidjan,Maison,Produit_Maison_7,107.94,3,0.17,5.59,Paiement à la livraison,Instagram Ads,11.91,Livrée,268.7706,94.06971,76.56971,2025-10,0,0,4,540.9469
CMD101799,2025-07-22,C0055,Cotonou,Maison,Produit_Maison_50,173.08,1,0.05,3.0,Paiement à la livraison,Instagram Ads,8.81,Livrée,164.42600000000002,57.5491,45.7391,2025-07,0,0,12,2362.6328
CMD101800,2025-10-19,C0168,Cotonou,Électronique,Produit_Électronique_39,446.54,2,0.12,3.78,Virement,Instagram Ads,8.31,Retournée,785.9104000000001,117.88656,105.79656,2025-10,1,0,17,6482.0375
CMD101801,2025-11-02,C0379,Kinshasa,Électronique,Produit_Électronique_30,498.47,1,0.09,8.68,Virement,Google Ads,5.28,Livrée,453.6077,68.041155,54.081155,2025-11,0,0,25,9105.68585
CMD101802,2025-07-10,C0240,Kinshasa,Mode,Produit_Mode_21,63.96,3,0.06,4.45,Mobile Money,Influenceur,13.24,Livrée,180.3672,81.16524,63.47523999999999,2025-07,0,0,22,5430.8698
CMD101803,2025-11-23,C0307,Douala,Beauté,Produit_Beauté_28,19.68,2,0.2,5.11,Virement,Instagram Ads,13.29,Livrée,31.488,17.3184,-1.0815999999999981,2025-11,0,0,15,2712.0223
CMD101804,2025-10-30,C0108,Brazzaville,Mode,Produit_Mode_18,33.48,1,0.28,5.49,Paiement à la livraison,Google Ads,4.39,Livrée,24.105599999999995,10.847519999999998,0.9675199999999977,2025-10,0,0,16,5010.4933
CMD101805,2025-09-03,C0171,Dakar,Électronique,Produit_Électronique_26,371.28,1,0.11,3.89,Virement,Instagram Ads,9.64,Retournée,330.43919999999997,49.56587999999999,36.03587999999999,2025-09,1,0,13,3163.2542999999996
CMD101806,2025-07-21,C0364,Abidjan,Mode,Produit_Mode_34,33.07,1,0.14,9.12,Paiement à la livraison,Google Ads,5.68,Livrée,28.4402,12.79809,-2.0019099999999987,2025-07,0,0,19,8252.4673
CMD101807,2025-08-24,C0531,Cotonou,Beauté,Produit_Beauté_6,3.57,1,0.01,6.69,Carte,Google Ads,4.64,Livrée,3.5343,1.9438650000000002,-9.386135,2025-08,0,0,5,199.5864
CMD101808,2025-10-18,C0385,Kinshasa,Mode,Produit_Mode_31,24.91,2,0.23,4.97,Paiement à la livraison,Instagram Ads,14.75,Livrée,38.3614,17.26263,-2.4573699999999974,2025-10,0,0,16,4251.2811
CMD101809,2025-10-30,C0082,Kinshasa,Mode,Produit_Mode_23,18.31,1,0.28,8.8,Paiement à la livraison,Instagram Ads,8.22,Livrée,13.1832,5.93244,-11.087560000000002,2025-10,0,0,23,7355.589199999999
CMD101810,2025-12-25,C0005,Kinshasa,Électronique,Produit_Électronique_5,474.08,3,0.21,5.41,Mobile Money,Instagram Ads,7.75,Livrée,1123.5696,168.53544,155.37544,2025-12,0,0,22,6792.3316
CMD101811,2025-12-18,C0074,Cotonou,Électronique,Produit_Électronique_1,365.615,3,0.02,7.97,Virement,Google Ads,5.98,Livrée,1074.9081,161.23621500000002,147.28621500000003,2025-12,0,0,12,3523.5828
CMD101812,2025-08-08,C1912,Dakar,Électronique,Produit_Électronique_8,332.82,1,0.05,6.23,Virement,Google Ads,4.77,Retournée,316.179,47.426849999999995,36.42685,2025-08,1,0,5,1681.5765000000001
CMD101813,2025-12-20,C0266,Brazzaville,Électronique,Produit_Électronique_9,325.44,1,0.03,4.87,Paiement à la livraison,Influenceur,18.89,Livrée,315.6768,47.35152,23.591520000000003,2025-12,0,0,19,10673.226999999999
CMD101814,2025-12-10,C0296,Douala,Maison,Produit_Maison_48,145.15,1,0.04,3.88,Mobile Money,Google Ads,3.94,Annulée,0.0,0.0,-7.82,2025-12,0,1,9,3311.4312
CMD101815,2025-08-18,C0279,Dakar,Maison,Produit_Maison_14,114.07,3,0.03,9.11,Paiement à la livraison,Influenceur,6.55,Livrée,331.9437,116.18029499999999,100.52029499999999,2025-08,0,0,10,1615.6081
CMD101816,2025-09-28,C0097,Douala,Maison,Produit_Maison_24,140.17,3,0.09,3.93,Carte,Instagram Ads,5.71,Livrée,382.6641,133.932435,124.292435,2025-09,0,0,16,3939.10955
CMD101817,2025-10-02,C0157,Douala,Électronique,Produit_Électronique_42,446.3,3,0.13,6.8,Paiement à la livraison,Instagram Ads,10.79,Livrée,1164.843,174.72645,157.13645,2025-10,0,0,26,11553.7392
CMD101818,2025-10-25,C0180,Libreville,Mode,Produit_Mode_34,42.13,2,0.07,6.97,Paiement à la livraison,Instagram Ads,13.41,Livrée,78.3618,35.26281,14.882810000000003,2025-10,0,0,18,3249.7093999999997
CMD101819,2025-09-24,C0090,Kinshasa,Électronique,Produit_Électronique_12,426.22,2,0.05,6.01,Virement,Google Ads,3.52,Livrée,809.818,121.47269999999999,111.94269999999999,2025-09,0,0,13,2481.8504
CMD101820,2025-11-19,C0277,Kinshasa,Maison,Produit_Maison_43,98.65,2,0.1,2.92,Virement,Email,0.52,Livrée,177.57000000000002,62.1495,58.7095,2025-11,0,0,13,4696.1901
CMD101821,2025-12-24,C1298,Abidjan,Maison,Produit_Maison_6,157.03,1,0.03,8.43,Carte,Email,1.27,Livrée,152.3191,53.311685,43.611684999999994,2025-12,0,0,2,296.4121
CMD101822,2025-07-27,C0008,Abidjan,Maison,Produit_Maison_7,77.38,2,0.01,4.71,Paiement à la livraison,Email,1.04,Livrée,153.2124,53.62434,47.87434,2025-07,0,0,15,2831.5138
CMD101823,2025-11-05,C1277,Cotonou,Électronique,Produit_Électronique_41,332.58,1,0.06,5.22,Carte,Instagram Ads,14.2,Livrée,312.62519999999995,46.89377999999999,27.473779999999994,2025-11,0,0,1,312.62519999999995
CMD101824,2025-10-22,C0016,Libreville,Beauté,Produit_Beauté_14,22.705,2,0.23,6.6,Paiement à la livraison,Instagram Ads,13.12,Livrée,34.9657,19.231135000000002,-0.488864999999997,2025-10,0,0,18,6950.7451
CMD101825,2025-08-27,C1129,Lomé,Maison,Produit_Maison_31,95.75,3,0.14,5.52,Mobile Money,Instagram Ads,11.93,Livrée,247.035,86.46225,69.01225,2025-08,0,0,4,958.2938999999999
CMD101826,2025-08-01,C0237,Kinshasa,Beauté,Produit_Beauté_1,35.35,1,0.09,7.52,Paiement à la livraison,Google Ads,5.61,Livrée,32.1685,17.692675,4.562675000000001,2025-08,0,0,14,6145.71975
CMD101827,2025-10-04,C1039,Kinshasa,Maison,Produit_Maison_20,136.94,3,0.03,8.86,Virement,Email,1.88,Livrée,398.49539999999996,139.47338999999997,128.73338999999999,2025-10,0,0,4,1123.3002
CMD101828,2025-10-15,C0008,Kinshasa,Mode,Produit_Mode_3,50.98,2,0.07,4.62,Paiement à la livraison,Instagram Ads,9.42,Livrée,94.82279999999999,42.67025999999999,28.630259999999993,2025-10,0,0,15,2831.5138
CMD101829,2025-07-04,C0191,Cotonou,Mode,Produit_Mode_22,44.505,3,0.1,2.46,Virement,Email,1.71,Livrée,120.16350000000001,54.073575000000005,49.903575000000004,2025-07,0,0,20,6259.221500000001
CMD101830,2025-08-13,C0880,Kinshasa,Électronique,Produit_Électronique_13,402.43,3,0.23,7.91,Paiement à la livraison,Instagram Ads,6.85,Livrée,929.6133,139.441995,124.681995,2025-08,0,0,5,2635.2909
CMD101831,2025-12-05,C1696,Kinshasa,Maison,Produit_Maison_9,136.45,1,0.22,9.17,Paiement à la livraison,Instagram Ads,8.92,Livrée,106.431,37.25085,19.160849999999996,2025-12,0,0,2,223.6187
CMD101832,2025-12-10,C0372,Kinshasa,Mode,Produit_Mode_34,43.39,1,0.18,2.86,Virement,Google Ads,3.11,Livrée,35.579800000000006,16.010910000000003,10.040910000000004,2025-12,0,0,11,2150.7415
CMD101833,2025-08-10,C0050,Kinshasa,Beauté,Produit_Beauté_33,25.73,2,0.01,6.03,Mobile Money,Email,1.57,Livrée,50.9454,28.01997,20.41997,2025-08,0,0,19,2867.7985999999996
CMD101834,2025-07-31,C1606,Abidjan,Électronique,Produit_Électronique_36,543.66,1,0.1,6.58,Virement,Instagram Ads,10.16,Livrée,489.294,73.3941,56.6541,2025-07,0,0,1,489.294
CMD101835,2025-08-10,C0417,Dakar,Mode,Produit_Mode_28,40.33,1,0.1,2.6,Carte,Influenceur,15.36,Livrée,36.297,16.33365,-1.6263500000000004,2025-08,0,0,3,206.87179999999998
CMD101836,2025-07-03,C1215,Kinshasa,Mode,Produit_Mode_37,37.85,1,0.2,8.39,Carte,Email,0.73,Livrée,30.28,13.626000000000001,4.506,2025-07,0,0,3,264.1564
CMD101837,2025-10-06,C0375,Kinshasa,Mode,Produit_Mode_41,46.0,1,0.12,5.78,Paiement à la livraison,Google Ads,6.97,Livrée,40.48,18.215999999999998,5.465999999999997,2025-10,0,0,17,2532.1169999999997
CMD101838,2025-12-09,C0382,Kinshasa,Électronique,Produit_Électronique_20,293.83,3,0.07,5.37,Mobile Money,Google Ads,6.16,Livrée,819.7856999999999,122.96785499999999,111.43785499999998,2025-12,0,0,12,3048.3937
CMD101839,2025-08-19,C0125,Kinshasa,Mode,Produit_Mode_50,39.5,1,0.25,9.08,Paiement à la livraison,Instagram Ads,11.36,Livrée,29.625,13.33125,-7.108749999999999,2025-08,0,0,19,2207.2192
CMD101840,2025-09-05,C0563,Douala,Beauté,Produit_Beauté_41,19.53,2,0.06,4.86,Mobile Money,Google Ads,5.31,Annulée,0.0,0.0,-10.17,2025-09,0,1,4,883.9168999999999
CMD101841,2025-07-06,C1186,Brazzaville,Beauté,Produit_Beauté_30,22.13,2,0.04,9.61,Carte,Influenceur,19.07,Livrée,42.489599999999996,23.36928,-5.31072,2025-07,0,0,2,120.76709999999999
CMD101842,2025-11-30,C0072,Kinshasa,Maison,Produit_Maison_6,113.89,1,0.11,3.39,Mobile Money,Instagram Ads,6.78,Livrée,101.3621,35.476735,25.306734999999996,2025-11,0,0,18,3361.229
CMD101843,2025-07-20,C0185,Dakar,Mode,Produit_Mode_26,8.66,2,0.28,2.45,Mobile Money,Google Ads,7.42,Livrée,12.4704,5.61168,-4.25832,2025-07,0,0,14,1705.8456
CMD101844,2025-07-26,C0011,Kinshasa,Électronique,Produit_Électronique_41,306.39,3,0.22,7.15,Paiement à la livraison,Instagram Ads,12.13,Livrée,716.9526,107.54288999999999,88.26288999999998,2025-07,0,0,9,2204.2026
CMD101845,2025-07-20,C0214,Douala,Mode,Produit_Mode_11,30.93,3,0.25,2.36,Paiement à la livraison,Email,1.77,Livrée,69.5925,31.316625000000002,27.186625000000003,2025-07,0,0,20,7089.9391
CMD101846,2025-08-16,C0091,Abidjan,Électronique,Produit_Électronique_8,475.38,1,0.02,2.41,Carte,Email,0.83,Livrée,465.87239999999997,69.88086,66.64086,2025-08,0,0,14,3363.4191499999997
CMD101847,2025-09-26,C0991,Dakar,Mode,Produit_Mode_11,43.88,2,0.15,9.23,Carte,Instagram Ads,13.56,Livrée,74.596,33.568200000000004,10.778200000000004,2025-09,0,0,3,447.1798
CMD101848,2025-11-11,C1897,Kinshasa,Beauté,Produit_Beauté_34,27.09,3,0.02,4.48,Carte,Google Ads,6.02,Livrée,79.6446,43.80453,33.30453,2025-11,0,0,4,670.2353999999999
CMD101849,2025-11-09,C0442,Abidjan,Mode,Produit_Mode_14,40.24,3,0.1,9.34,Carte,Instagram Ads,10.83,Livrée,108.648,48.8916,28.721599999999995,2025-11,0,0,2,543.6450000000001
CMD101850,2025-07-08,C0112,Cotonou,Électronique,Produit_Électronique_18,600.82,1,0.18,8.15,Mobile Money,Instagram Ads,14.9,Retournée,492.6724000000001,73.90086000000001,50.850860000000004,2025-07,1,0,15,4950.3884
CMD101851,2025-09-09,C0047,Kinshasa,Électronique,Produit_Électronique_30,267.76,3,0.06,7.36,Virement,Influenceur,6.87,Livrée,755.0831999999999,113.26247999999998,99.03247999999998,2025-09,0,0,16,4258.9491
CMD101852,2025-11-04,C0204,Kinshasa,Mode,Produit_Mode_12,44.07,3,0.15,5.52,Virement,Google Ads,7.12,Livrée,112.3785,50.570325000000004,37.930325,2025-11,0,0,17,2874.5904
CMD101853,2025-08-20,C1817,Kinshasa,Mode,Produit_Mode_7,12.36,3,0.15,7.02,Paiement à la livraison,Email,1.55,Livrée,31.517999999999997,14.1831,5.6131,2025-08,0,0,6,1828.5685999999998
CMD101854,2025-11-27,C1203,Douala,Maison,Produit_Maison_28,135.34,1,0.15,4.19,Paiement à la livraison,Instagram Ads,13.23,Livrée,115.039,40.26365,22.84365,2025-11,0,0,4,293.73350000000005
CMD101855,2025-10-23,C0382,Abidjan,Électronique,Produit_Électronique_40,157.32,3,0.11,8.9,Virement,Instagram Ads,14.05,Livrée,420.0444,63.00666,40.056659999999994,2025-10,0,0,12,3048.3937
CMD101856,2025-07-28,C0879,Abidjan,Maison,Produit_Maison_24,167.61,1,0.05,6.31,Virement,Google Ads,3.78,Livrée,159.2295,55.730325,45.640325,2025-07,0,0,4,374.8872
CMD101857,2025-12-09,C0920,Kinshasa,Maison,Produit_Maison_33,108.69,3,0.21,3.72,Carte,Instagram Ads,5.4,Livrée,257.5953,90.158355,81.038355,2025-12,0,0,5,2200.9691000000003
CMD101858,2025-09-03,C0150,Cotonou,Mode,Produit_Mode_26,22.77,3,0.08,4.94,Virement,Instagram Ads,8.57,Livrée,62.845200000000006,28.280340000000002,14.770340000000001,2025-09,0,0,16,4210.5255
CMD101859,2025-07-08,C0165,Abidjan,Mode,Produit_Mode_23,40.93,2,0.17,4.62,Mobile Money,Google Ads,4.78,Livrée,67.9438,30.57471,21.174709999999997,2025-07,0,0,11,4000.4565999999995
CMD101860,2025-09-01,C0336,Cotonou,Mode,Produit_Mode_50,52.99,3,0.14,9.33,Mobile Money,Instagram Ads,13.13,Livrée,136.7142,61.521390000000004,39.06139,2025-09,0,0,18,6638.8756
CMD101861,2025-09-19,C0163,Kinshasa,Maison,Produit_Maison_14,168.28,3,0.06,4.26,Virement,Influenceur,12.48,Livrée,474.5496,166.09235999999999,149.35236,2025-09,0,0,17,5507.825599999999
CMD101862,2025-10-28,C0164,Abidjan,Mode,Produit_Mode_25,39.945,2,0.08,9.52,Carte,Influenceur,11.23,Livrée,73.4988,33.07446,12.324460000000002,2025-10,0,0,14,2104.5707
CMD101863,2025-09-11,C1079,Kinshasa,Beauté,Produit_Beauté_46,26.3,3,0.09,5.33,Virement,Google Ads,4.88,Livrée,71.799,39.489450000000005,29.279450000000008,2025-09,0,0,2,181.05079999999998
CMD101864,2025-12-03,C1653,Abidjan,Maison,Produit_Maison_37,187.4,3,0.01,2.8,Carte,Google Ads,7.74,Livrée,556.5780000000001,194.80230000000003,184.2623,2025-12,0,0,3,679.0149
CMD101865,2025-12-13,C0387,Abidjan,Électronique,Produit_Électronique_13,157.61,3,0.06,4.18,Virement,Influenceur,4.36,Livrée,444.4602,66.66902999999999,58.12902999999999,2025-12,0,0,16,3613.0669000000003
CMD101867,2025-07-31,C0087,Douala,Maison,Produit_Maison_37,113.36,2,0.02,3.67,Mobile Money,Email,1.41,Livrée,222.1856,77.76495999999999,72.68495999999999,2025-07,0,0,15,5105.0904
CMD101868,2025-07-06,C0329,Libreville,Beauté,Produit_Beauté_30,22.42,2,0.06,2.34,Carte,Google Ads,5.68,Livrée,42.1496,23.182280000000002,15.162280000000003,2025-07,0,0,18,2744.1
CMD101869,2025-09-11,C0206,Kinshasa,Électronique,Produit_Électronique_22,484.83,1,0.1,5.05,Carte,Instagram Ads,8.33,Retournée,436.347,65.45205,52.072050000000004,2025-09,1,0,12,3422.1185
CMD101870,2025-12-13,C0240,Dakar,Mode,Produit_Mode_47,9.43,2,0.1,9.38,Paiement à la livraison,Google Ads,3.74,Livrée,16.974,7.6383,-5.481700000000001,2025-12,0,0,22,5430.8698
CMD101871,2025-09-16,C0385,Brazzaville,Électronique,Produit_Maison_36,122.57,3,0.28,9.05,Carte,Instagram Ads,13.64,Livrée,264.7512,39.71268,17.022679999999998,2025-09,0,0,16,4251.2811
CMD101872,2025-09-19,C0024,Abidjan,Électronique,Produit_Beauté_32,33.21,1,0.01,5.07,Paiement à la livraison,Influenceur,6.17,Livrée,32.877900000000004,4.931685000000001,-6.3083149999999995,2025-09,0,0,13,6772.581899999999
CMD101873,2025-12-12,C0248,Kinshasa,Électronique,Produit_Électronique_2,388.12,2,0.07,4.52,Carte,Google Ads,4.43,Livrée,721.9032,108.28547999999999,99.33547999999999,2025-12,0,0,18,6660.048
CMD101874,2025-08-27,C0005,Douala,Beauté,Produit_Beauté_15,22.78,2,0.13,2.68,Paiement à la livraison,Instagram Ads,12.52,Livrée,39.6372,21.80046,6.600460000000002,2025-08,0,0,22,6792.3316
CMD101875,2025-08-13,C0370,Douala,Électronique,Produit_Électronique_45,292.27,3,0.01,9.61,Carte,Google Ads,7.5,Livrée,868.0418999999999,130.20628499999998,113.09628499999998,2025-08,0,0,17,3317.6285
CMD101876,2025-07-14,C0022,Kinshasa,Électronique,Produit_Électronique_5,588.95,1,0.11,6.85,Virement,Instagram Ads,6.79,Retournée,524.1655000000001,78.624825,64.984825,2025-07,1,0,23,6915.3616
CMD101877,2025-09-06,C0313,Abidjan,Mode,Produit_Mode_18,22.08,1,0.2,3.19,Paiement à la livraison,Influenceur,17.44,Livrée,17.663999999999998,7.948799999999999,-12.681200000000002,2025-09,0,0,22,5876.8806
CMD101878,2025-12-26,C0070,Libreville,Beauté,Produit_Beauté_9,10.42,2,0.2,2.57,Carte,Instagram Ads,9.2,Livrée,16.672,9.1696,-2.6003999999999987,2025-12,0,0,17,2751.9487999999997
CMD101879,2025-09-20,C1542,Kinshasa,Mode,Produit_Mode_41,44.14,1,0.07,8.3,Paiement à la livraison,Google Ads,5.95,Livrée,41.0502,18.47259,4.222589999999999,2025-09,0,0,4,1241.6126
CMD101880,2025-10-23,C1068,Libreville,Électronique,Produit_Électronique_43,414.25,2,0.1,4.83,Paiement à la livraison,Google Ads,3.93,Livrée,745.65,111.8475,103.08749999999999,2025-10,0,0,3,1987.2222
CMD101881,2025-11-03,C0659,Dakar,Maison,Produit_Maison_15,152.38,3,0.19,4.72,Paiement à la livraison,Instagram Ads,12.94,Livrée,370.28340000000003,129.59919,111.93919,2025-11,0,0,2,1005.12
CMD101882,2025-07-24,C0151,Abidjan,Mode,Produit_Mode_36,27.95,2,0.18,5.68,Virement,Email,0.57,Livrée,45.838,20.627100000000002,14.377100000000002,2025-07,0,0,17,3920.9179
CMD101883,2025-09-01,C1505,Kinshasa,Maison,Produit_Maison_5,140.15,3,0.11,8.88,Carte,Instagram Ads,9.52,Livrée,374.20050000000003,130.970175,112.57017500000002,2025-09,0,0,3,1741.2615
CMD101884,2025-11-04,C0006,Douala,Beauté,Produit_Beauté_13,24.76,2,0.05,8.94,Paiement à la livraison,Google Ads,5.04,Livrée,47.044000000000004,25.874200000000005,11.894200000000005,2025-11,0,0,17,2321.6684999999998
CMD101885,2025-11-02,C0106,Dakar,Électronique,Produit_Électronique_49,536.97,2,0.1,7.16,Virement,Google Ads,3.73,Livrée,966.546,144.9819,134.0919,2025-11,0,0,12,3922.2650000000003
CMD101886,2025-09-18,C1342,Douala,Mode,Produit_Mode_15,43.71,1,0.19,2.75,Mobile Money,Instagram Ads,8.21,Livrée,35.405100000000004,15.932295000000002,4.972295000000001,2025-09,0,0,2,270.2859
CMD101888,2025-10-11,C0142,Cotonou,Beauté,Produit_Beauté_37,16.89,1,0.13,9.03,Virement,Instagram Ads,10.56,Livrée,14.6943,8.081865,-11.508135,2025-10,0,0,20,6505.5636
CMD101889,2025-12-13,C0236,Abidjan,Électronique,Produit_Électronique_16,433.46,3,0.01,7.16,Carte,Google Ads,6.48,Livrée,1287.3762,193.10643,179.46643,2025-12,0,0,17,6324.21185
CMD101890,2025-07-05,C0383,Kinshasa,Mode,Produit_Mode_43,52.75,2,0.24,3.11,Paiement à la livraison,Instagram Ads,12.53,Livrée,80.18,36.081,20.441000000000003,2025-07,0,0,15,4227.9765
CMD101891,2025-11-13,C0135,Douala,Électronique,Produit_Électronique_23,472.23,3,0.05,6.75,Carte,Influenceur,10.42,Annulée,0.0,0.0,-17.17,2025-11,0,1,21,4106.4007
CMD101892,2025-10-19,C0203,Cotonou,Électronique,Produit_Électronique_4,353.84,1,0.11,9.65,Virement,Instagram Ads,7.43,Livrée,314.9176,47.23764,30.15764,2025-10,0,0,22,3768.5659
CMD101893,2025-10-21,C0050,Douala,Beauté,Produit_Beauté_47,16.92,1,0.02,7.02,Paiement à la livraison,Google Ads,6.69,Annulée,0.0,0.0,-13.71,2025-10,0,1,19,2867.7985999999996
CMD101894,2025-10-17,C0096,Kinshasa,Maison,Produit_Maison_34,151.85,1,0.09,9.85,Virement,Google Ads,7.53,Livrée,138.1835,48.364225,30.984224999999995,2025-10,0,0,23,4581.6223
CMD101895,2025-12-03,C0221,Abidjan,Maison,Produit_Maison_42,125.02,3,0.16,4.49,Carte,Instagram Ads,10.78,Livrée,315.05039999999997,110.26763999999999,94.99763999999999,2025-12,0,0,12,2731.7078
CMD101896,2025-09-02,C0449,Douala,Mode,Produit_Mode_37,35.855000000000004,2,0.12,6.24,Carte,Influenceur,11.15,Annulée,0.0,0.0,-17.39,2025-09,0,1,1,0.0
CMD101897,2025-09-07,C0272,Kinshasa,Mode,Produit_Mode_40,40.04,3,0.18,5.62,Mobile Money,Influenceur,12.54,Livrée,98.49840000000002,44.32428000000001,26.164280000000012,2025-09,0,0,17,6359.6013
CMD101898,2025-12-27,C0802,Abidjan,Électronique,Produit_Électronique_47,450.08,2,0.07,2.09,Mobile Money,Google Ads,5.78,Livrée,837.1487999999999,125.57231999999999,117.70231999999999,2025-12,0,0,3,1051.639
CMD101899,2025-12-25,C0105,Kinshasa,Maison,Produit_Maison_23,106.97,1,0.03,9.29,Mobile Money,Email,1.26,Livrée,103.76089999999999,36.316314999999996,25.766314999999995,2025-12,0,0,20,2930.5995
CMD101900,2025-12-11,C0305,Kinshasa,Maison,Produit_Maison_33,90.43,2,0.04,3.09,Mobile Money,Google Ads,7.11,Retournée,173.62560000000002,60.76896,50.568960000000004,2025-12,1,0,16,5642.1036
CMD101901,2025-12-27,C1513,Kinshasa,Électronique,Produit_Électronique_11,373.6,2,0.1,6.7,Mobile Money,Email,1.29,Livrée,672.48,100.872,92.88199999999999,2025-12,0,0,4,1451.0012
CMD101902,2025-09-19,C0341,Libreville,Électronique,Produit_Électronique_10,240.25,1,0.01,2.42,Paiement à la livraison,Google Ads,4.09,Livrée,237.8475,35.677125,29.167124999999995,2025-09,0,0,11,3744.3512
CMD101903,2025-07-04,C0876,Dakar,Beauté,Produit_Beauté_17,21.58,3,0.22,6.37,Mobile Money,Instagram Ads,9.9,Livrée,50.4972,27.773460000000004,11.503460000000002,2025-07,0,0,3,968.5064
CMD101904,2025-07-20,C0389,Kinshasa,Mode,Produit_Mode_31,53.35,1,0.17,2.01,Virement,Email,1.68,Livrée,44.280499999999996,19.926225,16.236224999999997,2025-07,0,0,18,3744.187
CMD101905,2025-11-27,C0126,Abidjan,Mode,Produit_Mode_2,48.83,2,0.17,2.43,Carte,Google Ads,4.05,Livrée,81.0578,36.47601,29.996010000000002,2025-11,0,0,14,5553.24415
CMD101906,2025-11-23,C0595,Douala,Maison,Produit_Maison_49,59.7,2,0.03,4.73,Mobile Money,Google Ads,3.18,Livrée,115.818,40.5363,32.62629999999999,2025-11,0,0,2,229.5096
CMD101907,2025-08-07,C0204,Dakar,Mode,Produit_Mode_29,53.63,2,0.14,4.37,Virement,Instagram Ads,12.6,Livrée,92.2436,41.50962,24.53962,2025-08,0,0,17,2874.5904
CMD101908,2025-11-03,C1117,Brazzaville,Électronique,Produit_Maison_17,127.04,1,0.07,5.45,Paiement à la livraison,Influenceur,19.97,Livrée,118.1472,17.72208,-7.69792,2025-11,0,0,5,3180.0846999999994
