id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande
CMD100759,2025-08-08,C0114,Lomé,Beauté,Produit_Beauté_9,26.15,1,0.0,2.57,Virement,Email,1.27,Livrée
CMD100760,2025-10-27,C0046,Lomé,Électronique,Produit_Électronique_43,444.61,2,0.26,2.32,Carte,Instagram Ads,12.88,Livrée
CMD100761,2025-08-31,C1651,Kinshasa,Électronique,Produit_Électronique_49,529.41,3,0.08,9.57,Mobile Money,Google Ads,6.2,Livrée
CMD100762,2025-11-09,C0081,Abidjan,Maison,Produit_Maison_48,98.77,1,0.01,5.72,Mobile Money,Email,0.69,Livrée
CMD100763,2025-11-01,C0082,Dakar,Maison,Produit_Maison_15,77.87,2,0.19,6.86,Paiement à la livraison,Instagram Ads,8.98,Livrée
CMD100764,2025-07-17,C0119,Kinshasa,Mode,Produit_Mode_34,47.81,1,0.24,6.22,Mobile Money,Email,01.02,retournée
CMD100765,2025-10-01,C0232,Cotonou,Maison,Produit_Maison_42,117.13,2,0.07,2.5,Carte,Google Ads,7.31,Livrée
CMD100766,2025-09-21,C0266,Dakar,Mode,Produit_Mode_48,52.17,2,-0.1,3.37,Virement,Instagram Ads,7.27,Livrée
CMD100767,2025-09-06,C0291,Cotonou,Beauté,Produit_Beauté_24,43.32,2,0.07,8.13,Paiement à la livraison,Email,0.94,Livrée
CMD100768,2025-11-28,C1711,Dakar,Maison,Produit_Maison_25,45.47,1,0.1,5.64,Virement,Influenceur,12.61,Livrée
CMD100769,2025-08-27,C0180,Kinshasa,Électronique,Produit_Électronique_32,522.13,1,0.05,08.09,Virement,Instagram Ads,10.23,Livrée
CMD100770,2025-11-01,C0013,Cotonou,Maison,Produit_Maison_29,83.24,1,0.19,4.47,Mobile Money,Instagram Ads,7.54,Livrée
CMD100771,2025-08-12,C0263,Brazzaville,Électronique,Produit_Électronique_10,339.97,1,-0.1,3.53,Mobile Money,Instagram Ads,5.46,Livrée
CMD100772,2025-08-17,C0308,Kinshassa,Mode,Produit_Mode_43,31.99,3,-0.1,8.87,Carte,Instagram Ads,9.16,Livrée
CMD100773,2025-08-28,C0169,Lomé,Électronique,Produit_Électronique_44,425.33,0,0.06,3.58,Paiement à la livraison,Influenceur,15.82,Livrée
CMD100774,2025-10-31,C0302,Kinshasa,Beauté,Produit_Beauté_2,31.81,1,-0.1,9.71,Paiement à la livraison,Email,0.65,Livrée
CMD100775,2025-09-01,C0293,Kinshasa,Électronique,Produit_Électronique_41,533.77,1,0.07,5.14,Mobile Money,Influenceur,6.49,Livrée
CMD100776,2025-11-09,C0293,Kinshasa,Mode,Produit_Mode_17,13.73,3,0.07,03.08,Mobile Money,Google Ads,3.91,Livrée
CMD100777,2025-08-16,C0207,Libreville,Mode,Produit_Mode_47,28.48,3,0.13,6.43,Carte,Instagram Ads,9.27,Livrée
CMD100778,2025-12-17,C1939,Libreville,Beauté,Produit_Beauté_39,35.01,2,0.2,7.7,Paiement à la livraison,Instagram Ads,14.16,Livrée
CMD100779,2025-10-29,C0349,Kinshassa,Beauté,Produit_Beauté_39,33.66,1,0.09,3.25,Paiement à la livraison,Influenceur,10.79,Livrée
CMD100780,2025-08-06,C1680,Douala,Mode,Produit_Mode_11,39.31,1,0.21,6.33,Virement,Google Ads,5.79,Livrée
CMD100781,2025-12-23,C0232,Kinshasa,Mode,Produit_Mode_15,34.1,1,0.27,5.18,Carte,Email,1.51,Livrée
CMD100782,2025-10-05,C0055,Lomé,Mode,Produit_Mode_10,19.27,3,0.14,4.85,Paiement à la livraison,Influenceur,13.01,retournée
CMD100783,2025-12-03,C0243,Abidjan,Mode,Produit_Mode_35,16.59,1,0.27,9.35,Carte,Instagram Ads,11.56,Livrée
CMD100784,2025-11-06,C0190,Abidjan,Maison,Produit_Maison_39,-50.0,2,0.1,7.27,Mobile Money,Instagram Ads,7.81,Livrée
CMD100785,2025-11-16,C1836,Kinshasa,Mode,Produit_Mode_34,17.4,2,0.27,8.1,Paiement à la livraison,Google Ads,5.35,Livrée
CMD100786,2025-10-16,C0022,Dakar,Mode,Produit_Mode_15,52.3,3,0.28,5.98,Paiement à la livraison,Instagram Ads,5.66,Livrée
CMD100787,2025-11-01,C0780,Lomé,Maison,Produit_Maison_28,112.18,1,0.07,9.29,Carte,Email,1.46,Livrée
CMD100788,2025-08-04,C0392,Kinshasa,Maison,Produit_Maison_19,168.08,2,0.03,9.16,Carte,Google Ads,5.34,Livrée
CMD100789,2025-12-01,C0836,Brazzaville,Beauté,Produit_Beauté_46,25.07,3,0.08,5.4,Carte,Google Ads,06.02,Livrée
CMD100790,2025-07-02,C0060,Abidjan,Électronique,Produit_Électronique_42,117.95,1,0.06,6.0,Paiement à la livraison,Influenceur,19.37,Livrée
CMD100791,2025-08-22,C0646,Abidjan,Électronique,Produit_Électronique_10,600.74,3,0.29,9.45,Carte,Instagram Ads,9.85,Livrée
CMD100792,2025-10-18,C0519,Kinshasa,electronique,Produit_Maison_37,139.24,2,0.09,4.6,Paiement à la livraison,Google Ads,04.07,Livrée
CMD100793,2025-10-02,C1393,Dakar,Électronique,Produit_Électronique_27,-50.0,3,0.05,6.68,Mobile Money,Instagram Ads,13.08,Livrée
CMD100794,2025-11-19,C0988,Kinshasa,Mode,Produit_Mode_17,30.46,2,0.12,6.72,Paiement à la livraison,Google Ads,06.03,Livrée
CMD100795,2025-09-17,C0396,Kinshassa,Mode,Produit_Mode_48,31.52,1,0.13,06.03,Carte,Google Ads,5.52,Livrée
CMD100796,2025-08-28,C0358,Dakar,Électronique,Produit_Électronique_14,-50.0,2,0.07,9.21,Carte,Google Ads,3.16,Livrée
CMD100797,2025-11-08,C0173,Dakar,Maison,Produit_Maison_11,155.94,2,-0.1,4.85,Carte,Instagram Ads,13.66,Livrée
CMD100798,2025-10-08,C0010,Kinshasa,Électronique,Produit_Électronique_31,296.64,1,0.04,5.35,Mobile Money,Influenceur,13.59,Livrée
CMD100799,2025-12-01,C0032,Kinshasa,Mode,Produit_Mode_6,52.68,3,0.2,7.98,Virement,Instagram Ads,12.61,Livrée
CMD100800,2025-12-03,C0196,Lomé,Électronique,Produit_Électronique_40,346.96,3,0.13,6.19,Paiement à la livraison,Instagram Ads,7.1,Livrée
CMD100801,2025-12-15,C0364,Kinshasa,Maison,Produit_Maison_50,162.33,2,0.06,5.92,Carte,Instagram Ads,7.61,Livrée
CMD100802,2025-08-14,C0899,Douala,Électronique,Produit_Électronique_13,280.27,1,0.24,7.27,Virement,Instagram Ads,8.39,Annulée
CMD100803,2025-07-09,C1045,Douala,Mode,Produit_Mode_44,59.06,1,0.1,07.02,Mobile Money,Instagram Ads,6.14,Livrée
CMD100804,2025-07-10,C0335,Abidjan,Mode,Produit_Mode_6,40.0,2,0.17,7.49,Mobile Money,Instagram Ads,12.64,retournée
CMD100805,2025-09-09,C0723,Abidjan,Beauté,Produit_Beauté_38,21.52,1,0.02,6.96,Paiement à la livraison,Email,1.41,Livrée
CMD100806,2025-08-21,C0377,Kinshasa,Électronique,Produit_Électronique_36,306.33,3,0.21,5.33,Carte,Instagram Ads,08.01,Livrée
CMD100807,2025-09-11,C1145,Douala,Mode,Produit_Mode_15,-50.0,1,0.07,4.47,Virement,Email,0.51,Livrée
CMD100808,2025-12-03,C0931,Lomé,Mode,Produit_Mode_17,30.72,1,0.11,7.26,Carte,Influenceur,18.93,Livrée
CMD100809,2025-08-14,C0054,Kinshasa,Mode,Produit_Mode_22,57.8,1,0.17,5.36,Virement,Email,1.88,Livrée
CMD100810,2025-07-30,C1959,Kinshasa,Mode,Produit_Mode_45,16.47,2,0.2,7.19,Virement,Influenceur,13.05,Livrée
CMD100811,2025-10-22,C1153,Libreville,Mode,Produit_Mode_49,35.88,1,0.07,9.32,Mobile Money,Instagram Ads,14.17,Livrée
CMD100812,2025-09-25,C0939,Lomé,Électronique,Produit_Électronique_31,411.41,2,0.07,3.4,Carte,Instagram Ads,9.29,Livrée
CMD100813,2025-07-30,C0195,Abidjan,Beauté,Produit_Beauté_44,31.79,1,0.01,4.71,Mobile Money,Email,1.29,Livrée
CMD100814,2025-12-27,C0161,Abidjan,Électronique,Produit_Électronique_34,529.34,1,0.06,3.73,Virement,Google Ads,6.88,Livrée
CMD100815,2025-11-15,C0134,Douala,Électronique,Produit_Électronique_5,410.95,1,0.06,7.22,Virement,Influenceur,17.43,retournée
CMD100816,2025-11-19,C0975,Dakar,Beauté,Produit_Beauté_37,21.74,3,0.11,2.7,Mobile Money,Instagram Ads,6.71,Livrée
CMD100817,2025-09-07,C0382,Abidjan,Maison,Produit_Maison_32,159.54,0,0.1,3.72,Mobile Money,Google Ads,07.05,Livrée
CMD100818,2025-08-21,C0123,Brazzaville,Beauté,Produit_Beauté_15,11.31,2,0.0,8.81,Mobile Money,Google Ads,4.61,Livrée
CMD100819,2025-08-21,C1712,Cotonou,Mode,Produit_Mode_50,46.58,3,0.16,7.89,Mobile Money,Email,1.34,Livrée
CMD100820,2025-07-28,C0040,Kinshassa,Mode,Produit_Mode_40,43.54,1,0.12,4.98,Paiement à la livraison,Instagram Ads,6.68,Livrée
CMD100821,2025-07-02,C1108,Lomé,Électronique,Produit_Électronique_24,287.3,2,0.0,6.7,Paiement à la livraison,Email,01.06,Livrée
CMD100822,2025-12-06,C0294,Kinshasa,Mode,Produit_Mode_12,35.37,3,0.09,6.2,Paiement à la livraison,Email,0.66,Livrée
CMD100823,2025-11-08,C0113,Abidjan,Maison,Produit_Maison_4,35.82,2,0.05,9.42,Mobile Money,Email,0.74,Livrée
CMD100824,2025-11-12,C0979,Dakar,Mode,Produit_Mode_33,48.65,2,0.21,6.14,Carte,Instagram Ads,7.73,Livrée
CMD100825,2025-09-27,C0351,Douala,Mode,Produit_Mode_45,60.03,2,0.08,2.17,Carte,Instagram Ads,5.41,Livrée
CMD100826,2025-11-10,C0352,Abidjan,Beauté,Produit_Beauté_25,-50.0,2,0.01,5.92,Mobile Money,Influenceur,14.62,retournée
CMD100827,2025-11-26,C0185,Abidjan,Beauté,Produit_Beauté_12,30.21,2,0.08,9.6,Virement,Email,0.56,Livrée
CMD100828,2025-11-18,C0137,Kinshasa,electronique,Produit_Maison_24,93.9,3,0.08,4.21,Virement,Influenceur,17.19,Livrée
CMD100829,2025-08-17,C0107,Abidjan,electronique,Produit_Maison_24,-50.0,0,0.08,8.27,Virement,Influenceur,15.85,Livrée
CMD100830,2025-10-11,C0092,Dakar,Beauté,Produit_Beauté_7,20.17,1,0.24,3.81,Mobile Money,Instagram Ads,8.29,Livrée
CMD100831,2025-09-08,C1137,Abidjan,Mode,Produit_Mode_13,23.48,2,0.2,8.51,Paiement à la livraison,Instagram Ads,13.74,Livrée
CMD100832,2025-08-07,C1512,Lomé,Mode,Produit_Mode_12,21.6,3,0.08,7.74,Carte,Google Ads,07.06,Livrée
CMD100833,2025-10-16,C0322,Douala,Maison,Produit_Maison_20,123.26,0,0.06,6.4,Paiement à la livraison,Instagram Ads,11.24,Livrée
CMD100834,2025-09-03,C0290,Abidjan,Électronique,Produit_Électronique_45,519.37,1,0.07,6.28,Carte,Influenceur,8.0,retournée
CMD100835,2025-08-11,C0130,Dakar,Beauté,Produit_Beauté_29,23.5,2,0.06,5.24,Carte,Google Ads,5.41,Livrée
CMD100836,2025-09-24,C0184,Brazzaville,Électronique,Produit_Électronique_23,608.76,3,0.05,07.07,Virement,Email,1.75,Livrée
CMD100837,2025-07-06,C0179,Kinshassa,Beauté,Produit_Beauté_37,25.68,3,0.02,9.47,Mobile Money,Google Ads,5.78,Livrée
CMD100838,2025-11-25,C1102,Kinshassa,Mode,Produit_Mode_23,13.05,3,0.12,2.61,Virement,Instagram Ads,7.86,Livrée
CMD100839,2025-09-22,C0998,Kinshasa,Électronique,Produit_Électronique_6,396.66,2,-0.1,3.45,Paiement à la livraison,Email,0.57,Livrée
CMD100840,2025-10-06,C0949,Douala,Beauté,Produit_Beauté_41,24.08,3,0.08,7.43,Mobile Money,Influenceur,19.36,Livrée
CMD100841,2025-09-25,C0313,Libreville,Mode,Produit_Mode_6,59.04,3,0.27,9.41,Carte,Instagram Ads,10.12,Livrée
CMD100842,2025-08-11,C0160,Kinshasa,Mode,Produit_Mode_46,61.0,3,0.2,07.08,Virement,Google Ads,4.23,Livrée
CMD100843,2025-09-07,C0809,Abidjan,Mode,Produit_Mode_50,43.89,0,0.27,7.89,Paiement à la livraison,Instagram Ads,14.27,Livrée
CMD100844,2025-10-01,C1066,Kinshasa,Mode,Produit_Mode_11,38.76,2,0.09,2.12,Paiement à la livraison,Google Ads,3.63,Livrée
CMD100845,2025-08-17,C0256,Douala,Beauté,Produit_Beauté_14,31.16,1,0.16,5.21,Carte,Instagram Ads,6.89,Livrée
CMD100846,2025-08-12,C0048,Cotonou,Beauté,Produit_Beauté_36,29.97,2,0.09,7.5,Paiement à la livraison,Instagram Ads,12.75,Livrée
CMD100847,2025-07-14,C0203,Lomé,Mode,Produit_Mode_7,31.39,3,0.12,7.31,Carte,Instagram Ads,6.46,Livrée
CMD100848,2025-09-06,C0172,Dakar,Mode,Produit_Mode_20,21.23,1,0.07,8.77,Paiement à la livraison,Instagram Ads,9.18,Livrée
CMD100849,2025-08-28,C0145,Kinshassa,Beauté,Produit_Beauté_9,17.18,2,0.08,7.35,Mobile Money,Google Ads,5.87,Livrée
CMD100850,2025-11-12,C0058,Kinshasa,Beauté,Produit_Beauté_21,-50.0,1,0.17,04.02,Virement,Instagram Ads,13.47,Livrée
CMD100851,2025-10-30,C0276,Kinshasa,Beauté,Produit_Beauté_9,25.69,3,0.14,5.94,Paiement à la livraison,Instagram Ads,12.13,Livrée
CMD100852,2025-12-26,C0302,Libreville,Maison,Produit_Maison_34,68.63,3,0.06,3.66,Paiement à la livraison,Influenceur,16.08,Livrée
CMD100853,2025-12-11,C0634,Kinshassa,Mode,Produit_Mode_35,28.9,3,0.28,3.39,Paiement à la livraison,Instagram Ads,10.3,Livrée
CMD100854,2025-08-28,C0904,Dakar,Mode,Produit_Mode_17,59.51,3,0.24,7.21,Paiement à la livraison,Google Ads,6.76,Livrée
CMD100855,2025-08-09,C0000,Kinshasa,Maison,Produit_Maison_23,78.1,2,0.26,3.44,Mobile Money,Instagram Ads,7.96,Livrée
CMD100856,2025-09-12,C0004,Kinshasa,Beauté,Produit_Beauté_49,25.96,1,0.12,6.65,Paiement à la livraison,Instagram Ads,10.05,Livrée
CMD100857,2025-10-31,C0392,Kinshasa,Beauté,Produit_Beauté_39,17.06,3,0.24,2.45,Virement,Instagram Ads,9.93,Livrée
CMD100858,2025-08-29,C1122,Kinshasa,Électronique,Produit_Électronique_36,339.44,3,0.03,3.88,Paiement à la livraison,Influenceur,19.98,Livrée
CMD100859,2025-10-20,C0083,Abidjan,Beauté,Produit_Beauté_25,26.02,1,0.05,8.73,Paiement à la livraison,Google Ads,4.98,Livrée
CMD100860,2025-08-26,C0216,Abidjan,Électronique,Produit_Électronique_19,368.55,0,0.02,2.57,Virement,Email,1.63,Livrée
CMD100861,2025-12-14,C1656,Abidjan,Beauté,Produit_Beauté_5,24.05,2,0.0,2.24,Mobile Money,Google Ads,4.88,Livrée
CMD100862,2025-08-16,C0056,Dakar,Maison,Produit_Maison_18,92.77,1,0.02,7.8,Paiement à la livraison,Google Ads,4.49,Livrée
CMD100863,2025-12-27,C0384,Kinshasa,Électronique,Produit_Électronique_4,410.89,2,0.23,6.5,Mobile Money,Instagram Ads,5.7,Livrée
CMD100864,2025-11-14,C0052,Kinshasa,Électronique,Produit_Électronique_46,432.67,2,0.1,7.31,Mobile Money,Instagram Ads,13.59,Livrée
CMD100865,2025-10-21,C0476,Dakar,Mode,Produit_Mode_32,43.08,1,0.16,4.26,Carte,Email,0.89,Livrée
CMD100866,2025-08-25,C0159,Abidjan,Beauté,Produit_Beauté_24,20.12,1,0.28,2.85,Paiement à la livraison,Instagram Ads,13.15,Livrée
CMD100867,2025-10-27,C0064,Abidjan,Électronique,Produit_Électronique_4,443.5,2,0.24,06.03,Mobile Money,Instagram Ads,06.06,Livrée
CMD100868,2025-09-07,C0146,Abidjan,Mode,Produit_Mode_13,27.51,3,0.2,2.76,Mobile Money,Email,0.61,Livrée
CMD100869,2025-09-03,C1696,Brazzaville,Maison,Produit_Maison_25,141.19,1,0.17,6.36,Mobile Money,Instagram Ads,5.89,retournée
CMD100870,2025-10-22,C0017,Kinshasa,Mode,Produit_Mode_34,53.86,3,0.21,9.73,Carte,Instagram Ads,7.76,Livrée
CMD100871,2025-12-18,C0968,Abidjan,Maison,Produit_Maison_21,179.18,2,0.09,9.47,Virement,Email,1.98,Livrée
CMD100872,2025-08-10,C0086,Cotonou,Mode,Produit_Mode_17,17.72,1,0.2,8.29,Carte,Google Ads,04.05,Livrée
CMD100873,2025-11-01,C0406,Kinshasa,Électronique,Produit_Électronique_43,-50.0,1,0.06,7.87,Carte,Instagram Ads,9.7,Livrée
CMD100874,2025-08-25,C0483,Dakar,Mode,Produit_Mode_1,68.93,1,0.26,02.09,Virement,Influenceur,15.36,Livrée
CMD100875,2025-08-12,C1197,Cotonou,Mode,Produit_Mode_1,40.7,1,0.15,4.7,Mobile Money,Google Ads,3.26,Livrée
CMD100876,2025-07-11,C0353,Dakar,Beauté,Produit_Beauté_24,27.9,1,0.09,8.14,Mobile Money,Instagram Ads,9.21,Livrée
CMD100877,2025-07-23,C0255,Abidjan,Beauté,Produit_Beauté_49,-50.0,2,-0.1,3.94,Virement,Google Ads,5.49,Livrée
CMD100878,2025-12-08,C0182,Kinshasa,Mode,Produit_Mode_9,30.84,2,0.14,8.87,Carte,Email,0.53,Livrée
CMD100879,2025-11-02,C0285,Abidjan,Mode,Produit_Mode_29,47.59,3,0.3,3.52,Virement,Instagram Ads,13.6,Livrée
CMD100880,2025-08-19,C0193,Kinshasa,Mode,Produit_Mode_17,61.7,0,0.25,8.75,Mobile Money,Email,0.85,Livrée
CMD100881,2025-07-11,C0224,Abidjan,Beauté,Produit_Beauté_13,19.71,1,0.1,5.87,Paiement à la livraison,Instagram Ads,14.36,Livrée
CMD100882,2025-11-23,C0178,Abidjan,Beauté,Produit_Beauté_18,22.43,1,0.08,9.64,Paiement à la livraison,Email,0.98,Livrée
CMD100883,2025-12-01,C1135,Dakar,Mode,Produit_Mode_29,25.68,2,0.28,8.96,Mobile Money,Instagram Ads,14.17,Livrée
CMD100884,2025-09-14,C1109,Dakar,Mode,Produit_Mode_50,64.05,2,0.16,6.64,Carte,Google Ads,3.8,Livrée
CMD100885,2025-12-11,C0375,Kinshasa,Maison,Produit_Maison_40,48.47,3,0.03,9.7,Carte,Email,0.61,Livrée
CMD100886,2025-10-02,C0489,Abidjan,Mode,Produit_Mode_43,31.64,3,0.26,6.26,Carte,Instagram Ads,9.27,Livrée
CMD100887,2025-11-15,C0388,Lomé,Maison,Produit_Maison_50,107.15,1,0.07,8.92,Paiement à la livraison,Email,1.25,Livrée
CMD100888,2025-11-19,C0144,Kinshasa,Mode,Produit_Mode_8,-50.0,2,0.17,8.16,Virement,Email,0.91,Livrée
CMD100889,2025-07-25,C0034,Dakar,Mode,Produit_Mode_12,22.15,1,0.09,5.66,Mobile Money,Instagram Ads,8.37,retournée
CMD100890,2025-07-09,C0248,Cotonou,Électronique,Produit_Électronique_37,506.62,3,0.07,2.26,Carte,Google Ads,6.19,Livrée
CMD100891,2025-12-12,C1347,Dakar,Maison,Produit_Maison_4,100.44,3,0.08,2.85,Virement,Google Ads,7.66,Livrée
CMD100892,2025-10-02,C0367,Lomé,Mode,Produit_Mode_42,29.1,2,0.07,7.26,Mobile Money,Instagram Ads,11.4,Livrée
CMD100893,2025-11-03,C1704,Abidjan,Maison,Produit_Maison_24,84.9,0,0.24,3.48,Carte,Instagram Ads,7.67,Livrée
CMD100894,2025-11-20,C1823,Douala,Beauté,Produit_Beauté_40,11.46,1,0.01,2.76,Carte,Email,0.56,Livrée
CMD100895,2025-09-07,C0375,Dakar,Beauté,Produit_Beauté_5,25.8,0,0.11,6.59,Virement,Instagram Ads,10.17,Livrée
CMD100896,2025-08-25,C0198,Dakar,Maison,Produit_Maison_35,148.38,2,0.1,04.05,Mobile Money,Google Ads,5.15,Livrée
CMD100897,2025-10-07,C0269,Kinshasa,Mode,Produit_Mode_36,37.89,1,0.26,6.77,Mobile Money,Instagram Ads,7.52,Livrée
CMD100898,2025-11-20,C0054,Abidjan,Mode,Produit_Mode_44,59.5,2,0.17,5.18,Virement,Influenceur,13.2,Livrée
CMD100899,2025-10-26,C0874,Kinshasa,Mode,Produit_Mode_12,18.98,3,0.09,3.96,Mobile Money,Influenceur,18.24,Livrée
CMD100900,2025-11-18,C0172,Lomé,Maison,Produit_Maison_23,161.6,1,0.01,6.22,Paiement à la livraison,Google Ads,3.22,Livrée
CMD100901,2025-09-19,C0166,Cotonou,Beauté,Produit_Beauté_49,16.85,3,0.01,6.17,Paiement à la livraison,Email,1.0,Livrée
CMD100902,2025-12-10,C0371,Lomé,Maison,Produit_Maison_37,66.38,1,0.24,04.09,Mobile Money,Instagram Ads,07.05,Livrée
CMD100903,2025-11-17,C0392,Abidjan,electronique,Produit_Mode_24,35.2,3,-0.1,2.44,Virement,Google Ads,4.83,Livrée
CMD100904,2025-10-24,C0203,Cotonou,Beauté,Produit_Beauté_19,20.82,3,0.1,9.75,Carte,Instagram Ads,14.91,retournée
CMD100905,2025-11-30,C0069,Kinshasa,Beauté,Produit_Beauté_1,29.02,1,0.06,5.13,Virement,Instagram Ads,8.73,Livrée
CMD100906,2025-09-15,C0439,Kinshassa,Beauté,Produit_Beauté_50,30.14,2,0.05,9.26,Carte,Google Ads,7.74,Livrée
CMD100907,2025-12-24,C1882,Douala,Mode,Produit_Mode_7,35.95,1,0.2,8.68,Mobile Money,Google Ads,5.23,Livrée
CMD100908,2025-07-10,C0079,Lomé,Maison,Produit_Maison_38,111.21,3,0.04,7.42,Virement,Influenceur,17.18,Livrée
CMD100909,2025-09-02,C0153,Kinshasa,Électronique,Produit_Électronique_37,361.6,1,0.11,6.1,Paiement à la livraison,Instagram Ads,8.31,retournée
CMD100910,2025-08-25,C1481,Abidjan,Beauté,Produit_Beauté_12,19.51,3,0.08,5.87,Paiement à la livraison,Google Ads,5.94,Livrée
CMD100911,2025-11-02,C1412,Douala,Beauté,Produit_Beauté_39,20.91,1,0.01,9.66,Carte,Google Ads,3.33,Livrée
CMD100912,2025-12-12,C0374,Abidjan,Électronique,Produit_Électronique_6,392.36,1,0.2,9.63,Paiement à la livraison,Instagram Ads,6.24,Livrée
CMD100913,2025-07-15,C0684,Kinshasa,Mode,Produit_Mode_27,19.57,3,0.06,8.55,Paiement à la livraison,Instagram Ads,13.16,Livrée
CMD100914,2025-07-31,C0464,Cotonou,Électronique,Produit_Électronique_41,239.19,3,0.02,9.51,Carte,Google Ads,7.67,Livrée
CMD100915,2025-12-09,C0156,Kinshasa,Mode,Produit_Mode_35,32.71,1,0.23,02.06,Virement,Influenceur,4.23,Livrée
CMD100916,2025-11-22,C0257,Kinshasa,Électronique,Produit_Électronique_4,310.12,3,0.0,7.23,Mobile Money,Influenceur,18.28,Livrée
CMD100917,2025-12-20,C0804,Kinshasa,Beauté,Produit_Beauté_15,20.55,1,0.06,8.16,Carte,Influenceur,8.98,Livrée
CMD100918,2025-10-19,C0201,Douala,Maison,Produit_Maison_37,156.37,3,0.02,5.68,Paiement à la livraison,Google Ads,7.93,Livrée
CMD100919,2025-07-13,C0134,Abidjan,Maison,Produit_Maison_50,60.81,2,0.1,2.97,Paiement à la livraison,Instagram Ads,13.21,Livrée
CMD100920,2025-12-26,C0069,Dakar,Beauté,Produit_Beauté_32,12.31,1,0.09,4.7,Mobile Money,Google Ads,3.96,Livrée
CMD100921,2025-10-10,C0401,Douala,Électronique,Produit_Électronique_16,364.99,2,0.01,5.98,Mobile Money,Email,1.38,Livrée
CMD100922,2025-07-19,C0220,Dakar,Électronique,Produit_Électronique_8,324.34,3,0.21,9.72,Carte,Instagram Ads,8.12,Livrée
CMD100923,2025-12-19,C0187,Abidjan,Mode,Produit_Mode_23,64.56,1,0.09,7.62,Virement,Instagram Ads,14.72,Livrée
CMD100924,2025-11-30,C1576,Abidjan,Électronique,Produit_Électronique_40,158.45,1,0.06,7.35,Virement,Email,0.54,Livrée
CMD100925,2025-10-22,C0902,Kinshassa,Beauté,Produit_Beauté_13,26.06,1,0.0,8.57,Mobile Money,Google Ads,6.59,Livrée
CMD100926,2025-12-23,C0387,Cotonou,Mode,Produit_Mode_8,64.58,3,0.08,8.62,Carte,Instagram Ads,9.4,Livrée
CMD100927,2025-07-14,C0317,Kinshasa,Beauté,Produit_Beauté_1,32.26,3,0.17,8.27,Virement,Instagram Ads,14.25,Livrée
CMD100928,2025-09-26,C0227,Cotonou,Mode,Produit_Mode_2,53.37,3,0.17,5.47,Paiement à la livraison,Email,1.31,Livrée
CMD100929,2025-09-23,C0275,Douala,Électronique,Produit_Électronique_36,370.1,1,0.05,4.76,Virement,Google Ads,3.63,Livrée
CMD100930,2025-11-01,C0289,Douala,Mode,Produit_Mode_38,22.87,1,0.16,5.52,Paiement à la livraison,Email,1.31,Livrée
CMD100931,2025-12-17,C0130,Abidjan,Mode,Produit_Mode_13,40.9,2,0.14,3.36,Virement,Instagram Ads,11.4,Livrée
CMD100932,2025-12-26,C0108,Dakar,Électronique,Produit_Électronique_5,368.75,3,0.1,3.69,Carte,Google Ads,6.58,Livrée
CMD100933,2025-10-08,C1357,Abidjan,Maison,Produit_Maison_7,134.82,1,0.06,7.45,Virement,Google Ads,5.53,Livrée
CMD100934,2025-07-05,C0332,Cotonou,Maison,Produit_Maison_33,69.13,1,0.22,6.36,Paiement à la livraison,Instagram Ads,12.25,Livrée
CMD100935,2025-12-29,C0161,Lomé,Maison,Produit_Maison_12,120.35,1,0.04,9.75,Carte,Email,1.38,Livrée
CMD100936,2025-08-20,C0234,Abidjan,Électronique,Produit_Électronique_3,366.03,3,0.02,3.28,Carte,Email,0.98,Livrée
CMD100937,2025-09-02,C0624,Brazzaville,Beauté,Produit_Beauté_48,24.62,2,0.03,6.7,Paiement à la livraison,Google Ads,7.68,Livrée
CMD100938,2025-08-10,C0350,Kinshassa,Mode,Produit_Mode_16,43.73,3,0.23,2.43,Virement,Email,0.63,Livrée
CMD100939,2025-11-06,C0031,Lomé,Mode,Produit_Mode_2,31.45,3,-0.1,8.64,Paiement à la livraison,Email,1.88,Livrée
CMD100940,2025-11-20,C0461,Abidjan,Mode,Produit_Mode_43,13.65,1,0.22,7.34,Paiement à la livraison,Google Ads,3.82,Livrée
CMD100941,2025-08-05,C0195,Dakar,Électronique,Produit_Électronique_27,247.72,3,0.22,2.36,Mobile Money,Instagram Ads,9.84,Livrée
CMD100942,2025-08-31,C0218,Libreville,Beauté,Produit_Beauté_29,23.38,2,0.23,5.34,Virement,Instagram Ads,05.04,Livrée
CMD100943,2025-11-16,C0334,Libreville,electronique,Produit_Mode_9,42.62,1,0.29,5.38,Mobile Money,Instagram Ads,9.27,Livrée
CMD100944,2025-09-18,C1840,Abidjan,Beauté,Produit_Beauté_28,36.15,3,-0.1,4.83,Mobile Money,Instagram Ads,08.01,Livrée
CMD100945,2025-08-07,C1156,Kinshasa,Mode,Produit_Mode_5,34.34,3,0.3,9.75,Virement,Influenceur,15.83,Livrée
CMD100946,2025-11-20,C0368,Lomé,Mode,Produit_Mode_10,88.13,1,0.08,05.02,Virement,Google Ads,3.36,Livrée
CMD100947,2025-07-08,C1802,Dakar,Électronique,Produit_Électronique_20,302.78,2,0.01,4.77,Paiement à la livraison,Email,01.07,Livrée
